schema_version	route_id	candidate_id	gene	phase18_context	cohort	modality	cell_type	context_match	eligible	measurement_state	signal_state	model_state	ld_state	terminal_state	reason
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	GS044	RPS15	Inhibitory_neurons	ROSMAP	eQTL	Posterior cingulate cortex	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Anterior_caudate__NGFGXQTL0039	GS044	RPS15	Inhibitory_neurons	ROSMAP	sQTL	Anterior caudate	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0040	GS044	RPS15	Inhibitory_neurons	ROSMAP	sQTL	Dorsolateral prefrontal cortex	bulk_brain_fallback	TRUE	measured_candidate_target	source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Posterior_cingulate_cortex__NGFGXQTL0041	GS044	RPS15	Inhibitory_neurons	ROSMAP	sQTL	Posterior cingulate cortex	bulk_brain_fallback	TRUE	measured_candidate_target	source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__Knight_ADRC__pQTL__Parietal_cortex__NGFGXQTL0003	GS044	RPS15	Inhibitory_neurons	Knight-ADRC	pQTL	Parietal cortex	protein_level_fallback	TRUE	measurement_unresolved	not_assessable	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__pQTL__Parahippocampal_gyrus__NGFGXQTL0013	GS044	RPS15	Inhibitory_neurons	MSBB	pQTL	Parahippocampal gyrus	protein_level_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__pQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0038	GS044	RPS15	Inhibitory_neurons	ROSMAP	pQTL	Dorsolateral prefrontal cortex	protein_level_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Medial_frontal_gyrus__NGFGXQTL0004	GS044	RPS15	Inhibitory_neurons	MiGA	eQTL	Microglia (Medial frontal gyrus)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Subventricular_zone__NGFGXQTL0006	GS044	RPS15	Inhibitory_neurons	MiGA	eQTL	Microglia (Subventricular zone)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Superior_temporal_gyrus__NGFGXQTL0005	GS044	RPS15	Inhibitory_neurons	MiGA	eQTL	Microglia (Superior temporal gyrus)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Thalamus__NGFGXQTL0007	GS044	RPS15	Inhibitory_neurons	MiGA	eQTL	Microglia (Thalamus)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0026	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Astrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0027	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Excitatory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Microglia__NGFGXQTL0029	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Microglia	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0030	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Oligodendrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0031	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Oligodendrocyte progenitor cell	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Astrocyte__NGFGXQTL0014	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1	snuc-eQTL	Astrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Excitatory_neuron__NGFGXQTL0015	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1	snuc-eQTL	Excitatory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Microglia__NGFGXQTL0017	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1	snuc-eQTL	Microglia	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte__NGFGXQTL0018	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1	snuc-eQTL	Oligodendrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0019	GS044	RPS15	Inhibitory_neurons	ROSMAP_CUIMC1	snuc-eQTL	Oligodendrocyte progenitor cell	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0020	GS044	RPS15	Inhibitory_neurons	ROSMAP_MIT	snuc-eQTL	Astrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0021	GS044	RPS15	Inhibitory_neurons	ROSMAP_MIT	snuc-eQTL	Excitatory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Microglia__NGFGXQTL0023	GS044	RPS15	Inhibitory_neurons	ROSMAP_MIT	snuc-eQTL	Microglia	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0024	GS044	RPS15	Inhibitory_neurons	ROSMAP_MIT	snuc-eQTL	Oligodendrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0025	GS044	RPS15	Inhibitory_neurons	ROSMAP_MIT	snuc-eQTL	Oligodendrocyte progenitor cell	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	GS044	RPS15	Inhibitory_neurons	ROSMAP	eQTL	Monocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0031	GS045	RPS15	OPCs	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Oligodendrocyte progenitor cell	exact_opc	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0019	GS045	RPS15	OPCs	ROSMAP_CUIMC1	snuc-eQTL	Oligodendrocyte progenitor cell	exact_opc	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0025	GS045	RPS15	OPCs	ROSMAP_MIT	snuc-eQTL	Oligodendrocyte progenitor cell	exact_opc	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0030	GS045	RPS15	OPCs	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Oligodendrocyte	oligodendroglial_lineage	TRUE	measurement_unresolved	not_assessable	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte__NGFGXQTL0018	GS045	RPS15	OPCs	ROSMAP_CUIMC1	snuc-eQTL	Oligodendrocyte	oligodendroglial_lineage	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0024	GS045	RPS15	OPCs	ROSMAP_MIT	snuc-eQTL	Oligodendrocyte	oligodendroglial_lineage	TRUE	measurement_unresolved	not_assessable	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__Knight_ADRC__eQTL__Parietal_cortex__NGFGXQTL0001	GS045	RPS15	OPCs	Knight-ADRC	eQTL	Parietal cortex	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008	GS045	RPS15	OPCs	MSBB	eQTL	Frontal cortex Brodmann Area 10	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009	GS045	RPS15	OPCs	MSBB	eQTL	Frontal cortex Brodmann Area 22	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010	GS045	RPS15	OPCs	MSBB	eQTL	Frontal cortex Brodmann Area 36	bulk_brain_fallback	TRUE	measured_candidate_target	source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_44__NGFGXQTL0011	GS045	RPS15	OPCs	MSBB	eQTL	Frontal cortex Brodmann Area 44	bulk_brain_fallback	TRUE	measurement_unresolved	not_assessable	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	GS045	RPS15	OPCs	ROSMAP	eQTL	Anterior caudate	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	GS045	RPS15	OPCs	ROSMAP	eQTL	Dorsolateral prefrontal cortex	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	GS045	RPS15	OPCs	ROSMAP	eQTL	Posterior cingulate cortex	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__sQTL__Anterior_caudate__NGFGXQTL0039	GS045	RPS15	OPCs	ROSMAP	sQTL	Anterior caudate	bulk_brain_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__sQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0040	GS045	RPS15	OPCs	ROSMAP	sQTL	Dorsolateral prefrontal cortex	bulk_brain_fallback	TRUE	measured_candidate_target	source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__sQTL__Posterior_cingulate_cortex__NGFGXQTL0041	GS045	RPS15	OPCs	ROSMAP	sQTL	Posterior cingulate cortex	bulk_brain_fallback	TRUE	measured_candidate_target	source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__Knight_ADRC__pQTL__Parietal_cortex__NGFGXQTL0003	GS045	RPS15	OPCs	Knight-ADRC	pQTL	Parietal cortex	protein_level_fallback	TRUE	measurement_unresolved	not_assessable	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__pQTL__Parahippocampal_gyrus__NGFGXQTL0013	GS045	RPS15	OPCs	MSBB	pQTL	Parahippocampal gyrus	protein_level_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__pQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0038	GS045	RPS15	OPCs	ROSMAP	pQTL	Dorsolateral prefrontal cortex	protein_level_fallback	TRUE	measured_candidate_target	no_source_significant_cis_signal	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Medial_frontal_gyrus__NGFGXQTL0004	GS045	RPS15	OPCs	MiGA	eQTL	Microglia (Medial frontal gyrus)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Subventricular_zone__NGFGXQTL0006	GS045	RPS15	OPCs	MiGA	eQTL	Microglia (Subventricular zone)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
